0,-19840,19840
8,16942,16942
7,16708,16708
37,12498,12498
9,-12244,12244
11,-9804,9804
25,-9172,9172
39,8518,8518
34,8248,8248
50,-7230,7230
14,-7091,7091
6,7069,7069
4,-6179,6179
27,-6168,6168
110,5544,5544
41,5469,5469
1,-5341,5341
31,5110,5110
15,5009,5009
26,-5006,5006
21,4909,4909
36,-4803,4803
904,-4492,4492
60,-4448,4448
20,4328,4328
12,-4300,4300
45,4171,4171
18,-4020,4020
40,-3907,3907
107,3841,3841
22,-3781,3781
337,3624,3624
300,-3593,3593
257,-3574,3574
23,-3551,3551
24,3513,3513
32,-3365,3365
44,3326,3326
43,3296,3296
329,3275,3275
432,3242,3242
358,3211,3211
85,-3184,3184
748,3177,3177
276,3170,3170
106,3062,3062
489,-3005,3005
63,-3005,3005
659,2973,2973
619,2964,2964
119,2958,2958
899,-2957,2957
72,-2924,2924
112,-2915,2915
682,2898,2898
140,2876,2876
123,2855,2855
318,2853,2853
61,2844,2844
911,2834,2834
596,2800,2800
79,-2798,2798
29,-2791,2791
66,2759,2759
150,-2755,2755
102,2751,2751
239,2748,2748
461,-2742,2742
321,2717,2717
338,-2698,2698
151,-2693,2693
843,-2674,2674
864,2643,2643
827,2624,2624
388,2621,2621
384,2595,2595
425,-2578,2578
770,-2573,2573
144,2558,2558
249,2536,2536
133,-2532,2532
89,-2518,2518
471,2517,2517
501,-2512,2512
468,2512,2512
373,-2469,2469
626,2469,2469
48,2411,2411
28,2396,2396
16,-2392,2392
565,-2392,2392
339,-2372,2372
488,2368,2368
362,-2352,2352
186,2351,2351
859,-2348,2348
51,-2309,2309
805,-2308,2308
253,-2304,2304
697,-2288,2288
630,-2247,2247
557,2243,2243
328,-2242,2242
396,-2213,2213
483,-2207,2207
781,-2202,2202
778,2195,2195
537,-2187,2187
286,-2174,2174
80,2172,2172
761,2170,2170
550,2156,2156
179,-2146,2146
320,2145,2145
69,2144,2144
469,-2138,2138
363,2135,2135
260,2123,2123
17,-2119,2119
132,-2113,2113
656,-2108,2108
88,2104,2104
65,2102,2102
262,-2085,2085
402,-2084,2084
515,-2070,2070
808,2070,2070
856,-2069,2069
887,2049,2049
414,2048,2048
832,-2042,2042
752,2035,2035
364,-2034,2034
505,-2033,2033
855,-2029,2029
73,2024,2024
507,-2019,2019
59,-2018,2018
96,2018,2018
3,-2010,2010
161,-2005,2005
235,1995,1995
71,1988,1988
451,-1986,1986
780,1976,1976
499,1968,1968
569,-1954,1954
38,-1946,1946
482,1943,1943
472,1938,1938
136,-1927,1927
566,1927,1927
297,1921,1921
359,1918,1918
81,-1911,1911
58,1897,1897
380,-1883,1883
775,1882,1882
892,-1880,1880
474,-1876,1876
813,-1875,1875
860,-1872,1872
176,-1856,1856
129,-1850,1850
776,1847,1847
845,-1845,1845
315,1843,1843
296,-1834,1834
771,-1827,1827
732,1818,1818
528,-1816,1816
75,-1813,1813
302,-1812,1812
851,-1812,1812
375,-1810,1810
367,1786,1786
441,-1785,1785
614,-1774,1774
562,1768,1768
95,1766,1766
192,-1764,1764
522,1762,1762
543,1751,1751
191,-1745,1745
491,-1743,1743
146,-1739,1739
219,1734,1734
443,1731,1731
560,1727,1727
477,1721,1721
143,-1720,1720
99,1719,1719
668,-1714,1714
125,-1712,1712
93,-1711,1711
83,1710,1710
623,-1708,1708
193,1690,1690
785,1684,1684
739,-1683,1683
901,1682,1682
386,1675,1675
667,1671,1671
285,1669,1669
479,1655,1655
427,1650,1650
669,1646,1646
100,-1645,1645
369,1644,1644
282,1640,1640
608,1639,1639
645,-1638,1638
502,1637,1637
694,-1631,1631
153,1631,1631
740,-1626,1626
625,-1622,1622
872,1620,1620
823,1619,1619
611,1618,1618
628,1616,1616
368,1611,1611
760,1607,1607
755,1605,1605
154,1603,1603
169,1597,1597
247,-1595,1595
272,-1591,1591
670,-1590,1590
736,1580,1580
894,-1575,1575
675,-1574,1574
757,-1573,1573
389,1564,1564
138,-1561,1561
57,1553,1553
166,1549,1549
431,-1538,1538
52,-1534,1534
526,1533,1533
200,-1530,1530
634,-1529,1529
722,-1529,1529
830,-1526,1526
916,1523,1523
244,1518,1518
917,1511,1511
618,-1509,1509
912,1507,1507
866,-1505,1505
812,1503,1503
829,-1501,1501
54,-1498,1498
326,1496,1496
343,-1492,1492
551,1490,1490
187,-1487,1487
531,1485,1485
810,-1483,1483
540,-1477,1477
290,-1462,1462
652,-1460,1460
404,-1450,1450
84,1449,1449
918,-1444,1444
555,-1443,1443
436,-1436,1436
750,-1432,1432
340,-1425,1425
657,-1420,1420
578,1419,1419
198,1412,1412
175,1410,1410
481,1410,1410
580,-1402,1402
651,1396,1396
804,-1393,1393
155,-1389,1389
498,-1381,1381
527,1378,1378
754,1376,1376
307,1374,1374
788,1374,1374
225,-1363,1363
638,1355,1355
221,1352,1352
496,-1350,1350
888,-1348,1348
390,-1347,1347
87,-1344,1344
405,-1339,1339
593,-1335,1335
564,1327,1327
538,1311,1311
448,1309,1309
664,-1305,1305
121,1305,1305
586,-1300,1300
243,1300,1300
870,1299,1299
635,1285,1285
632,-1284,1284
679,-1283,1283
255,1281,1281
316,-1280,1280
707,-1277,1277
237,1276,1276
716,-1275,1275
233,-1274,1274
295,1258,1258
76,1256,1256
208,1255,1255
631,1253,1253
289,-1249,1249
504,1244,1244
2,-1243,1243
283,1241,1241
201,1237,1237
216,1233,1233
847,-1230,1230
288,-1228,1228
910,-1226,1226
101,1223,1223
820,1223,1223
455,-1220,1220
109,-1214,1214
470,-1214,1214
190,1211,1211
559,1197,1197
524,-1196,1196
130,-1195,1195
147,1193,1193
592,-1189,1189
149,1189,1189
252,1188,1188
731,1184,1184
674,1183,1183
311,-1177,1177
649,1177,1177
637,1176,1176
475,1175,1175
86,-1173,1173
835,-1170,1170
535,-1168,1168
294,-1163,1163
450,1160,1160
695,1160,1160
620,1158,1158
891,1155,1155
852,-1153,1153
56,1152,1152
717,1151,1151
457,1150,1150
141,-1147,1147
267,-1144,1144
42,1142,1142
516,-1138,1138
854,-1138,1138
98,1136,1136
816,1135,1135
627,1127,1127
324,-1119,1119
643,-1118,1118
520,1115,1115
342,-1112,1112
773,1112,1112
442,-1109,1109
444,1107,1107
372,-1106,1106
546,1106,1106
91,-1098,1098
595,1097,1097
692,1094,1094
766,1093,1093
261,-1090,1090
671,-1088,1088
353,1087,1087
585,-1085,1085
914,-1085,1085
857,1084,1084
691,1082,1082
241,-1080,1080
423,-1080,1080
734,-1080,1080
798,-1080,1080
394,1078,1078
361,-1077,1077
573,1076,1076
113,1072,1072
553,1070,1070
356,-1067,1067
220,1067,1067
68,1067,1067
875,1063,1063
915,-1057,1057
880,1056,1056
561,-1050,1050
301,-1049,1049
478,1047,1047
747,-1046,1046
224,-1045,1045
336,1045,1045
548,1041,1041
726,-1039,1039
314,-1038,1038
574,-1038,1038
205,-1035,1035
35,1035,1035
513,1029,1029
407,1023,1023
713,-1006,1006
738,-1005,1005
345,1005,1005
767,1003,1003
790,993,993
180,-992,992
313,-986,986
877,-986,986
465,-985,985
418,-980,980
889,977,977
439,-972,972
629,971,971
182,-967,967
77,-967,967
374,-966,966
819,963,963
354,962,962
764,961,961
622,-960,960
795,-960,960
104,958,958
783,957,957
105,-956,956
529,-955,955
660,-953,953
604,-947,947
476,-945,945
210,945,945
886,944,944
53,-943,943
698,-941,941
514,-936,936
840,-936,936
589,-934,934
497,934,934
594,929,929
355,-927,927
163,927,927
322,-926,926
818,926,926
730,925,925
293,923,923
160,-921,921
309,921,921
115,-919,919
869,915,915
786,-909,909
905,-908,908
821,-905,905
349,904,904
387,-900,900
885,-893,893
410,-889,889
683,888,888
654,-883,883
815,-883,883
633,-881,881
330,-878,878
653,875,875
718,875,875
591,-870,870
521,-866,866
131,866,866
533,-865,865
523,861,861
802,859,859
745,-851,851
370,-843,843
577,841,841
406,-839,839
229,-836,836
749,832,832
791,-826,826
792,-825,825
882,824,824
291,823,823
231,-821,821
413,820,820
584,820,820
838,819,819
602,-816,816
194,-815,815
392,-815,815
92,-815,815
712,-814,814
800,-814,814
206,-813,813
648,-813,813
124,-811,811
684,805,805
598,803,803
256,-802,802
541,802,802
94,799,799
435,797,797
395,-796,796
55,794,794
251,-789,789
605,787,787
744,785,785
183,-781,781
217,-781,781
751,-781,781
274,781,781
663,-780,780
763,-779,779
779,776,776
310,775,775
480,774,774
467,773,773
811,773,773
525,772,772
774,-770,770
896,-769,769
82,768,768
214,764,764
624,-761,761
64,-756,756
545,755,755
350,754,754
549,754,754
844,752,752
777,748,748
258,-747,747
464,-747,747
876,744,744
701,-742,742
662,741,741
164,-736,736
240,-733,733
111,-732,732
232,-727,727
484,-725,725
858,725,725
680,-723,723
765,720,720
782,719,719
837,-718,718
270,-717,717
588,-717,717
279,716,716
615,713,713
165,-708,708
30,707,707
460,702,702
556,-699,699
848,-698,698
473,-696,696
784,-695,695
536,-694,694
428,694,694
902,693,693
419,691,691
849,-688,688
867,688,688
171,687,687
599,-686,686
681,678,678
366,-676,676
678,-676,676
463,675,675
462,672,672
114,-671,671
365,-669,669
196,-668,668
284,666,666
690,666,666
511,-665,665
688,-664,664
727,662,662
277,-658,658
597,658,658
127,-656,656
558,652,652
383,649,649
440,-645,645
487,644,644
576,-643,643
275,643,643
273,637,637
459,637,637
331,-636,636
913,-636,636
103,636,636
879,635,635
518,-631,631
606,629,629
263,-626,626
415,626,626
271,616,616
67,-610,610
317,-609,609
157,-608,608
506,607,607
814,607,607
333,-603,603
74,-603,603
693,-596,596
13,596,596
582,-595,595
199,595,595
422,-590,590
97,-589,589
403,-586,586
78,586,586
181,585,585
351,-584,584
861,582,582
449,-578,578
223,578,578
46,-576,576
666,570,570
807,569,569
90,569,569
590,568,568
156,-567,567
234,-564,564
658,564,564
189,563,563
204,561,561
723,561,561
826,-559,559
377,559,559
287,558,558
360,-555,555
874,-554,554
616,-552,552
327,551,551
242,-547,547
769,-546,546
834,-546,546
575,-545,545
741,543,543
534,542,542
438,540,540
881,-533,533
836,-530,530
158,-528,528
572,527,527
162,-523,523
188,-521,521
168,-518,518
299,515,515
824,-512,512
647,-508,508
148,-507,507
298,-506,506
238,-504,504
376,503,503
341,502,502
335,-500,500
227,500,500
842,499,499
137,-497,497
215,497,497
753,496,496
909,-493,493
579,493,493
135,-491,491
530,-490,490
397,487,487
268,-486,486
828,485,485
173,-480,480
495,-479,479
906,-478,478
601,477,477
787,477,477
178,-476,476
454,475,475
563,-474,474
725,471,471
642,-469,469
379,466,466
139,458,458
174,457,457
319,-452,452
207,-449,449
809,-448,448
421,-445,445
612,-443,443
547,-441,441
903,434,434
281,-432,432
323,430,430
907,430,430
583,429,429
850,422,422
203,-417,417
710,-417,417
799,-415,415
325,-414,414
259,-406,406
236,-405,405
517,392,392
568,391,391
306,-389,389
554,-387,387
833,385,385
142,383,383
863,382,382
862,379,379
347,-378,378
212,374,374
796,373,373
721,-371,371
581,371,371
334,-369,369
794,-359,359
429,351,351
853,351,351
447,-347,347
108,-346,346
655,-345,345
211,-343,343
416,343,343
644,340,340
772,-338,338
494,-336,336
493,-333,333
587,-332,332
699,332,332
280,-328,328
209,-325,325
332,325,325
759,-324,324
685,321,321
865,317,317
458,316,316
890,-313,313
250,-311,311
184,310,310
485,309,309
391,307,307
226,-305,305
756,305,305
613,302,302
715,297,297
126,-293,293
134,-291,291
269,290,290
266,-289,289
552,-287,287
177,-283,283
308,-281,281
806,281,281
720,279,279
195,-277,277
437,-277,277
508,276,276
677,-275,275
883,-275,275
841,275,275
371,-273,273
245,271,271
735,271,271
686,-269,269
452,262,262
884,255,255
265,-254,254
303,254,254
503,-250,250
292,-248,248
646,-247,247
399,246,246
145,-242,242
822,242,242
122,-238,238
539,234,234
409,-233,233
873,233,233
919,-231,231
607,231,231
729,227,227
312,-223,223
401,-219,219
417,-219,219
408,-218,218
202,214,214
230,210,210
152,-208,208
893,-204,204
839,203,203
47,201,201
170,-200,200
344,199,199
687,-198,198
466,198,198
357,194,194
500,194,194
908,-192,192
172,192,192
510,192,192
650,-191,191
542,189,189
19,-188,188
10,-184,184
733,183,183
600,-180,180
661,-179,179
218,179,179
758,-177,177
128,177,177
197,-176,176
900,-176,176
793,176,176
544,-175,175
831,-172,172
33,-169,169
571,-166,166
825,-166,166
420,164,164
5,-163,163
62,163,163
490,-160,160
898,156,156
801,-155,155
895,-155,155
803,154,154
116,-152,152
702,148,148
