486,-147,147
512,146,146
700,146,146
446,145,145
817,145,145
411,144,144
871,-143,143
696,-142,142
434,142,142
868,142,142
433,-141,141
639,-139,139
305,-138,138
159,136,136
641,136,136
703,134,134
254,130,130
742,130,130
120,-129,129
797,129,129
382,-126,126
724,125,125
708,-123,123
381,-121,121
378,119,119
398,-116,116
567,-114,114
846,-114,114
430,-113,113
746,-113,113
248,112,112
70,112,112
492,-108,108
705,-108,108
676,-106,106
167,-105,105
185,-102,102
348,102,102
665,-101,101
352,-97,97
709,-94,94
118,94,94
385,-93,93
672,93,93
519,91,91
445,-88,88
49,86,86
617,85,85
621,83,83
570,82,82
636,-79,79
213,79,79
453,76,76
532,-74,74
278,69,69
719,68,68
246,67,67
706,60,60
640,58,58
610,-56,56
920,53,53
737,52,52
509,51,51
689,-50,50
878,-49,49
117,49,49
393,-41,41
424,-41,41
400,41,41
728,-39,39
426,39,39
897,-37,37
704,-34,34
304,34,34
762,34,34
456,31,31
768,25,25
603,-24,24
222,-19,19
412,-19,19
743,-19,19
711,14,14
609,13,13
346,-10,10
789,9,9
228,8,8
673,7,7
264,-3,3
714,1,1
